"","Modelo1","Texto"
"64","neutro","suf. Santiago, 6 de agosto de 2018  Sefior Joaquin Cortez Huerta Presidente Comisién para el Mercado Financiero Presente  Ref.: Informa hecho esencial que indica.-  De mi consideracién:  En conformidad a lo dispuesto en el N° 1.1.9. de la Circular N° 991, esto es, la informacién periddica que deben remitir al Servicio las entidades Aseguradoras y Reaseguradoras y demas normas pertinentes, vengo en informar, en caracter de hecho esencial, lo siguiente:  Conforme al art. 60 de las Ley 18.046 y en consideracién a la certeza y compromiso de la asistencia del 100% de las acciones suscritas y pagadas, se ha autoconvocado para el miércoles 8 de agosto de 2018, la celebracién de Junta General Extraordinaria de Accionistas de Suaval Compafifa de Seguros de Garantia y Créditos S.A., en la cual se tratara la materia siguiente:  e Subsanar observaciones realizadas por la Comisién para el Mercado Financiero a través de OFORD.: N° 20468 al Acta de Primera Junta General Extraordinaria de Accionistas de Suaval Compafifa de Seguros de Garantia y Créditos S.A. por aumento de capital.  Sin otro particular, saluda atentamente f /  Sebastian Trench Fernandez _. Gerente General . .  SUAVAL COMPANIA DE SEGUROS DE GARANTIA Y CREDITOS S.A.  C.c.: Archivo."
"65","negativo","AFP Capital surda Santiago, 6 de agosto de 2018 GG-1255 /2018 Sefior Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Presente HECHO ESENCIAL Ref.: Cambios en la Administracion. Inscripcién en el Registro de Valores N° 0272 Sefior Presidente: Por medio de la presente carta comunicamos en calidad de Hecho Esencial que en sesion extraordinaria de Directorio realizada el dia de hoy, se designo al sefior Jaime Munita Valdivieso como Gerente General de Administradora de Fondos de Pensiones Capital S.A., quien asumira dicho cargo el dia 3 de septiembre de 2018. Por su parte, informamos que el sefior Romeo Hodali Sedan, quien ocupa el cargo de Gerente General Interino de ia sociedad, retomara su cargo de Gerente Comercial a contar de la fecha antes sefialada. Sin otro particular, saluda atentamente a usted, - Jugn Carlos Jobe! - Presidenté AFP Capital S.A. C.c.: Bolsa de Comercio de Santiago Bolsa Electronica de Chile, Bolsa de Valores"
"66","neutro","° HIV AUN NDUAIA AL 2018080135858 06/08/2018 11:03 Operador PFRANCO INTENDENCIA DE SEGUROS  Sefior Joaquin Cortez Huerta Presidente Comisién para el Mercado Financiero Presente  Ref.: informa pago de acciones por parte del  Accionista Colmena Salud S.A. Sr. Presidente de la C.M.F.: Por medio de la presente, vengo a informar en representacion de Colmena Compafiia de Seguros de Vida S.A., lo siguiente: Con fecha 02 de agosto de 2018, el accionista Colmena Salud S.A. pagd y enterd 200.000 acciones, equivalente a $500.000.000, en razon de las acciones que este accionista tenia inscritas a su nombre al dia 02 de agosto de 2018, en razon del contrato de suscripcién de acciones suscrito con fecha 28 de marzo de 2018, debidamente informado a esa Comisién"
"67","neutro","¢ se AQUACHILE  @ 2g oS ve e > HECHO ESENCIAL Empresas AquaChile S.A. Inscripcién Registro de Valores N° 1069 Puerto Montt, 6 de agosto de 2018 Sefior Joaquin Cortez Huerta Presidente | Comisién para el Mercado Financiero Alameda 1449 Presente Ref. Hecho Esencial De mi consideracién: En cumplimiento de lo dispuesto en los articulos 9 e inciso segundo del articulo 10 de la Ley de Mercado de Valores y en la Norma de Caracter General niimero 30 de la Comision para el Mercado Financiero, y estando debidamente facultado al efecto, informo a Usted en caracter de Hecho Esencial, lo siguiente, que dice relacién con las acciones de la Compaiiia: Los accionistas mayoritarios Holding Salmones Limitada e Inversiones Patagonia Limitada y sociedades relacionadas, han informado a la Compafiia que con fecha 4 de agosto pasado suscribieron un Contrato de Promesa de Compraventa y OPA con la sociedad Agrosuper S.A., para vender la totalidad de su participacién accionaria en la Compaiifa, equivalente aproximadamente a un 67% del total de las acciones debidamente emitidas, suscritas y pagadas. Segtin la informacién recibida, la transaccién se materializaré a través de una oferta pliblica de adquisicién de acciones (OPA), para la adquisicién del 100% de las acciones de la Compaiiia, que considera un precio que asciende a US$850.000.000 (ochocientos cincuenta millones de délares de los Estados Unidos de América), equivalentes a US$0,73465856 por accién, y que sera declarada exitosa si es aceptada por un ntimero de al menos dos tercios de las acciones emitidas con derecho a | voto, cantidad cuya aceptacién ya se encuentra comprometida conforme al Contrato de Promesa. El precio (i) se reducira en un monto igual a cualquier dividendo que se distribuya desde la fecha de | la promesa de compraventa y (ii) se incrementara en el equivalente a la tasa de interés de un 6% | anual a partir del 4 de diciembre de 2018 y hasta el dia de publicacién del aviso de inicio de la OPA, ambas fechas inclusivas. wun aquachile. com CARDONAL S/N, LOTE Rt, (56 65) 2433 500. | PUERTO MONTT, CHILE cP 8320000 ff. (56 65) 2433 551 |  e © +e AQUACHILE @Pg ¢ S&S +e e t El cierre de la transaccién esta sujeto a condiciones usuales de operaciones de esta naturaleza, incluyendo la aprobacién de la autoridad de libre competencia. Sin otro particular, le saluda muy atentamente, XY} VY a Agustin Ugalde Gerente General Empresas AquaChile S.A. i c.c. Bolsa de Comercio de Santiago Bolsa de Valores de Chile Bolsa de Valores de Valparaiso wwi.aquachile.com CARDONAL S/N, LOTER —t, (56 65) 2433 g00 PUERTO MONTT, CHILE CP 832 Govo —f, (6 65) 2433 551"
"68","neutro","HECHO ESENCIAL AGROSUPER S.A. Registro de Valores N° 1084 Rancagua, 6 de agosto de 2018  Sefior  Presidente  Comisién para el Mercado Financiero  Presente  De mi consideracion:  De acuerdo con lo establecido en los Articulos 9° y 10° de la Ley de Mercado de Valores y a lo  dispuesto en la Norma de Caracter General N° 30, debidamente facultado por el directorio,  informo en caracter de Hecho Esencial de Agrosuper S.A. (“Agrosuper”), inscripcién en el  Registro de Valores N° 1084, lo siguiente:  e Con fecha 4 de agosto, Agrosuper y los accionistas mayoritarios de Empresas AquaChile S.A."
"69","neutro","LarrainVial  ACTIVOS HECHO ESENCIAL FONDO DE INVERSION LV-PATIO RENTA INMOBILIARIA | (Autorizado por resolucién N°325 del 10 de junio de 2011) Santiago, 3 de agosto de 2018 Sefior Joaquin Cortez Huerta Presidente Comisi6n para el Mercado Financiero Av. Libertador Bernardo O’Higgins 1449 Presente Ref.: Comunica Hecho Esencial de Fondo de Inversién LV-Patio Renta Inmobiliaria | De nuestra consideracién: En cumplimiento de lo estabiecido en el articulo 9 e inciso segundo del articulo 10 de la Ley N°18.045 de Mercado de Valores, debidamente facultado y en representacion de Larrain Vial Activos S.A. Administradora General de Fondos (la “Administradora”), sociedad administradora de Fondo de Inversion LV-Patio Renta Inmobiliaria | (el “Fondo”), vengo en comunicar a usted que en sesién de directorio de la Administradora celebrada el 3 de agosto de 2018, se acordé citar a Asamblea Extraordinaria de Aportantes para el dia lunes 20 de agosto de 2018, a las 9:30 horas, en las oficinas de la Administradora, ubicadas en Avenida El Bosque Norte 0177, comuna de Las Condes, Santiago. Las materias a tratar en la Asamblea Extraordinaria de Aportantes seran las siguientes: a) Modificar el Reglamento Interno del Fondo de acuerdo al siguiente detalle: a. En la Politica de Inversion, aclarar que el objeto principal del Fondo es invertir en bienes raices nacionales para renta y eliminar el articulo 2.2.3 (b) con el objeto de eliminar ia posibilidad de que el Fondo invierta. directamente sus recursos en mutuos hipotecarios endosabies. b. En la Politica de Inversion y en las Normas sobre Conflicto de Interés, realizar las modificaciones que sean necesarias con el objeto de  sujetar la politica de inversién del Fondo y sus normas sobre resolucién de conflictos de interés, a las exigencias, limitaciones y restricciones que contemple la regulacién aplicable a los fondos de pensiones en Chile, de manera tal que el Fondo cumpla con las condiciones y exigencias legales y reglamentarias que le permitan a los fondos de pensiones mantener inversiones en cuotas del Fondo.  c. En la Politica de Liquidez y Endeudamiento, modificar el articulo 2.2.3.  d. Enlas Normas de Gobierno Corporativo, eliminar el articulo 7.1.6 para reflejar que en caso de sustitucién de la administradora por causas no imputables a ésta o en caso de disolucién anticipada del Fondo por causas no imputables a la Administradora, no correspondera pago de indemnizacion alguna a la Administradora.  e. Las demas modificaciones que sean necesarias para ajustar el texto del Reglamento Interno y la enumeracién de sus articulos en atenci6én a las modificaciones antes referidas.  b) Adoptar los demas acuerdos necesarios para materializar los acuerdos de la Asamblea Extraordinaria de Aportantes. Sin otro particular le saluda 7h Yeh Claudio Yafiez Fregonara Gerente General Larrain Vial Activos S.A. Administradora General de Fondos 2"
"70","positivo","—_ ENAP = cS KM. VARI Santiago 3 de agosto de 2018 HECHO ESENCIAL Empresa Nacional del Petrdleo Empresa Publica Inscripcién Registro de Valores N°783 Sefior Joaquin Cortez Huerta Presidente Comisi6n para el Mercado Financiero Av. Libertador Bernardo O'Higgins 1.449 PRESENTE Ref.: Informa aumento de capital por USS 400 millones De nuestra consideracién:  En virtud de lo dispuesto en los articulos 9 y 10 inciso segundo de la Ley N° 18.045, y de las Normas de Caracter General N°30 y 364, estando debidamente facultado, cumplo en informar a Usted que con fecha de hoy el Ministro de Hacienda, Felipe Larrain anuncié la aprobacién de una capitalizacién por USS 400 millones para ENAP, dando cumplimiento asi a lo ‘comprometido en la nueva ley de Gobierno Corporativo y entregando una clara sefial de respaldo a la estatal para que pueda seguir mejorando su situacion financiera.  Los recursos aportados por esta capitalizaci6n ya se encuentran disponibles en las cuentas de ENAP y se destinaran a amortizar deuda.  Sin otro particular, lo saluda atentamente, —- | Azar Nufiez Gerente General (1) COREE 7 im  fe Empresa Nacional del Petrdéleo 1 pe f  EW"
"71","negativo","\ & “= ss i 3 E7 Sss28 8 Cs55 SES oe Sese _ SsF B39 2 2g a ~SPosesé @ B2Sea yt 2 BaF oD s t S SemManrnygord < 2 5, Asch S a 8 S8eHSe 8 g 3 o | age 2 SEX SIRS S 6 S SeQgv2 ee < 3 Bgezee3s 2 g a so oO hi 7, gaeersy a cS oe SSH 3 5 5 ESnE°SOLZE 2 5 g = V0 9 fF O & ea ZSazZzwv.abe 2 = oy = SHO OE Vv = a Do SS z 5 ZeeedsSS gS GASSER z_S 4 esgeguag : es > Ss £0800 Zz a£ 2 Edn THOU 5 e <e5 = 5.5 Seto a ee SEESS SRO 3 Shs 3 oo SL 3 Ans bd 2 Eog Soh Pst eE 2 3 . Ege oe a25 a £28 ES Pro? ? oO mos z 520289 E Ss E 2 a e oO OLRovags 55 ° ESVUuVs oO § 232 2 g c23Giiee E a3 = 2 om 2yecong 2 5 gS BS OBR EOT 8 = S ss gasig3 s \ = & g ota ° oo Y ian aI aeg¥li3s3eu S 2 = Eger Rue ‘a Z, 3 9 Lege Os a g oe S 5 5 8 = Vv9eo6Cg9> : . 3 & BOa.3sEis & z 3s 8 3S Bot eta 3 ) o 3 e2oSaeg 3 P= 5 6 % BARSTS ’ 5 = s ofS BR uss as e ny g 5b poZneao be §& 2 O 25 2 soggstke & z = a 5 on Poag as a y os § gstecee% &g 5 ® £ aw 8 & oteea® § Sy» OE 3 EBEOL ESB a —_ OLaz & SV 5208 8 S ¥ () = §°2a na & Reese a €£5°2 2 oER2E © n 53D oN 5 ry OS a3 a Begs 2 “BES ee2 Secon 2 oe SESEES Ss ou Qa ZSreses"
"72","neutro","ADRETAIL S.A. HECHO ESENCIAL AD RETAIL S.A. Registro de Valores N° 1.079  Santiago, 3 de agosto de 2018 Sefior. Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero. Presente De mi consideracion: Conforme a lo dispuesto en los articulos 9 y 10, inciso segundo de la Ley N° 18.045 de Mercado de Valores"
"73","negativo","| | ay i | HECHO ESENCIAL EIMIPRESAS IANSA S.A. Rol. N2 1.550 Inscripcion en Registro de Valores N2 100 Santiago, 2 de agosto de 2018.- Sefiores Comision para el Mercado Financiero Av. Libertador Bernardo O’Higgins N2 1449, piso 1 PRESENTE Ref. OFORD N° 20194 del 01.08.2018.- Estimados sefiores, De conformidad a lo solicitado en Oficio Ordinario N° 20194, emitido con fecha 01 de agosto de 2018 por esta Comisién (en adelante e indistintamente, el “Oficio”), por medio de la presente venimos en complementar el hecho esencial enviado con fecha 26 de julio de 2018, proporcionando oportunamente la informacion que ha sido requerida a Empresas lansa S.A. (en adelante e indistintamente, la “Sociedad” o “lansa”). En virtud de lo anterior, informamos lo siguiente: a) De acuerdo a lo indicado en las Normas Internacionales de Informacion Financiera (NIC 37), la sociedad reconocera durante el mes de julio en sus Estados Financieros una provision de gastos de reestructuracion asociada a los costos ineludibles derivados del cese gradual de las operaciones de la planta de Linares. Esta provisién se encuentra en proceso de preparacion, y se espera que genere un impacto financiero de alrededor de MUSD 1.000.- b) De acuerdo a lo indicado en las Normas Internacionales de Informacién Financiera (NIC 36), a la fecha se ha generado un indicio de que pueda haberse deteriorado el valor de la unidad generadora de efectivo (Azucar y Coproductos), producto del cese gradual de produccion de la planta de Linares. A la fecha se esta en proceso de determinacién del importe recuperable de esta unidad generadora de efectivo, para posteriormente compararla con su valor libro, con el objetivo de determinar deterioro, si existiera. Saludamos atentamente a usted, f LUIS IRARRAZAVALI|OVALLE Gerente Genera empresas lansa sh Rosario Norte 615, Piso 23 - Las Condes, Santiago - Chile | Tel (56-2) 2571 5400 | www.iansa.cl"
"74","neutro","(e & PuertoValparaiso = EL PRIMER PUERTO DE HILE GAF/054/2018 aNwos HECHO ESENCIAL EMPRESA PORTUARIA VALPARAISO — NRO. INSCRIPCION 39 Valparaiso, 03 de agosto 2018  Sefior  Joaquin Cortez  Presidente Comisién para el Mercado Financiero  Av. Libertador Bernardo O'Higgins 1449  SANTIAGO  Ref.:  a) Ley 19.542 en general y articulo 41 en particular.  b) Art. 9° e inciso segundo del articulo 10° de la Ley 18.045.  c) SVS - Norma de Caracter General (NCG) 30 del 10.11.1989.  d) SVS - Norma de Caracter General (NCG) 346 del 03.05.2013.  e) SVS - Norma de Caracter General (NCG) 364 del 05.05.2014.  SO oS De mi consideracion:  En virtud de lo establecido en documentos de la referencia, por medio del presente y debidamente facultado, comunico en caracter de HECHO ESENCIAL respecto de la Empresa y Sus negocios, lo siguiente:  Con fecha 2 de agosto de 2018 el Consejo SEP acepté la renuncia al directorio de Empresa Portuaria Valparaiso (EPV) de la Srta. Encarnacion Canalejo Saavedra.  j articular, le saluda atentamente,  Gonzalo/Davagnino V.  Gerenté General  Empresa Portuaria Valparaiso Gerencia Administracion y Finanzas - a  Puerto Valparaiso / Ay. Errazuriz 25, Valparaiso, Chile / (56-32)2448800 / www. puertovalparaiso.cl"
"75","neutro","2018080135145 93/08/2018 10 07 Operador PFRANCO DIVISION CONTROL FINANCIERO VALORES KERCAG Nro Inscrip 575v 3B: Ke °3) HECHO ESENCIAL ae \ E acwW0 2 wa z PR oS Inmobiliaria Nueva Via S.A. Sy = Inscripcion en Registro de Valores N° 575 Yon + Santiago, 01 de agosto de 2018 Sefior | JOAQUIN CORTEZ HUERTA COMISION PARA EL MERCADO FINANCIERO Presente En conformidad a lo establecido en la seccidn II de la Norma de Caracter General N° 30 de esta Comisién y en virtud de lo dispuesto en el articulo 9 e inciso 2° del articulo 10 de la Ley N° 18.045, informamos a usted en caracter de Hecho Esencial que en Sesi6n Ordinaria de Directorio celebrada con fecha 26 de julio se acordo: 1. Elegir como Presidente del Directorio al Sr. Pedro Pablo Errazuriz Dominguez"
"76","doble","Su... GUR L. Santiago, 2 de agosto de 2018  Sefiores Joaquin Cortez Huerta Presidente de la Comision para el Mercado Financiero Av. Libertador Bernardo O’Higgins N° 1449 Santiago Ref.: Informa Hecho Esencial — Actualiza informaci6n Hecho Esencial 22/06/2018 De nuestra consideracién:  Por medio de la presente carta, y en conformidad a lo establecido por el articulo 65 del D.F.L. 251, sobre Compajiias de Seguros, Sociedades Andnimas y Bolsas de Comercio, asi como lo indicado en el N° 1.1.9 de la Circular N° 991 sobre informacion periddica que deben remitir al servicio las entidades aseguradoras y reaseguradoras y de acuerdo a la Circular N° 662 sobre Divulgacién de Informacion Relevante y demas normas pertinentes, es que por este acto y totalmente facultado por la Sociedad, vengo a complementar y actualizar informacién entregada mediante Hecho Esencial enviado a esta Comisién con fecha 22 de Junio de 2018, donde se informaba respecto de un Déficit de Patrimonio Neto cercano a los M$60.000.-, que de acuerdo a proyecciones se generaria al cierre del mes de Junio del presente.  Al respecto, queremos informar que dado una mejora en los indices de la Compajfifa durante las ultimas semanas del mes de Junio, como el impacto positivo generado por la determinacién del Activo por Impuesto Diferido generado por la Pérdida Tributaria de la Sociedad, no se registro el Déficit de Patrimonio Neto antes mencionado, sin embargo, considerando la holgura presentada en el mismo periodo, existe una alta probabilidad que al cierre del mes de Julio, se genere el Déficit de Patrimonio Neto que preliminarmente proyectamos estaria entorno a los M$30.000 y M$60.000.-.  Por otra parte, en mismo Hecho Esencial se informd de la realizaci6n de una Junta Extraordinaria de Accionistas, la cual fue convocada con el tinico propdsito de aprobar un aumento de capital, que permitiese subsanar el déficit de Patrimonio Neto proyectado y fortalecer el Patrimonio de la Sociedad al cierre.  En relacion a lo anteriormente expuesto, podemos informar que con fecha 3 de julio de 2018 se realizé la Junta Extraordinaria de Accionistas, donde se aprobé suscribir un aumento de capital por MS$1.000.000.-.  En consecuencia y de acuerdo a lo indicado precedentemente, las medidas tendientes a superar la situacién expresada ya estan en curso, y el Déficit Patrimonio Neto al cierre del mes de julio de 2018 deberia ser subsanado durante el mes de agosto del presente, fecha en que esperamos contar con la aprobaci6n por parte de esta Comision, del Junta Extraordinaria de Accionistas reducida a escritura publica.  Sin otro particular, le saluda muy atentamente. Sebastian Andrés Trench Fernandez Gerenfe Géneral p.p. SUAVAL COMPANIA DE SEGUROS DE GARANTIA Y CREDITOS S.A. C.c.: Archivo"
